model,scenario,month,NumMonth,year,date,tasmin,tasmean,tasmax
GFDL-CM3,rcp45,December,12,2084,2084 12 01,1.3,2.8,4.3
GFDL-CM3,rcp45,December,12,2085,2085 12 01,-4,-2.3,-0.6
GFDL-CM3,rcp45,December,12,2086,2086 12 01,0.2,1.7,3.1
GFDL-CM3,rcp45,December,12,2087,2087 12 01,-2.8,-1.4,0.1
GFDL-CM3,rcp45,December,12,2088,2088 12 01,-1.4,0.4,2.3
GFDL-CM3,rcp45,December,12,2089,2089 12 01,3.6,4.8,5.8
GFDL-CM3,rcp45,December,12,2090,2090 12 01,-4,-2.7,-1.3
GFDL-CM3,rcp45,December,12,2091,2091 12 01,2.8,3.8,5
GFDL-CM3,rcp45,December,12,2092,2092 12 01,-5.5,-3.3,-2.4
GFDL-CM3,rcp45,December,12,2093,2093 12 01,-0.4,1.1,2.7
GFDL-CM3,rcp45,December,12,2094,2094 12 01,0.8,2.5,4.1
GFDL-CM3,rcp45,December,12,2095,2095 12 01,0.7,2.3,3.9
GFDL-CM3,rcp45,December,12,2096,2096 12 01,-0.8,0.8,2.3
GFDL-CM3,rcp45,December,12,2097,2097 12 01,1.2,2.5,3.9
GFDL-CM3,rcp45,December,12,2098,2098 12 01,2.3,3.5,4.7
GFDL-CM3,rcp45,December,12,2099,2099 12 01,-2.9,-1,0.8
GFDL-CM3,rcp45,December,12,2100,2100 12 01,-2.6,-1.1,0.5
GFDL-CM3,rcp85,January,1,2006,2006 1 01,-1.3,0.1,1.5
GFDL-CM3,rcp85,January,1,2007,2007 1 01,0,1.3,2.8
GFDL-CM3,rcp85,January,1,2008,2008 1 01,-1.8,-0.4,1.2
GFDL-CM3,rcp85,January,1,2009,2009 1 01,-2.8,-1.1,0.5
GFDL-CM3,rcp85,January,1,2010,2010 1 01,-0.9,1.2,3
GFDL-CM3,rcp85,January,1,2011,2011 1 01,1.1,2.3,3.4
GFDL-CM3,rcp85,January,1,2012,2012 1 01,-6.7,-4.5,-2.2
GFDL-CM3,rcp85,January,1,2013,2013 1 01,-1.7,0.1,1.9
GFDL-CM3,rcp85,January,1,2014,2014 1 01,2.2,3.4,4.5
GFDL-CM3,rcp85,January,1,2015,2015 1 01,-1.3,0.5,2.5
GFDL-CM3,rcp85,January,1,2016,2016 1 01,0.7,2.2,3.6
GFDL-CM3,rcp85,January,1,2017,2017 1 01,-6.7,-4.7,-2.2
GFDL-CM3,rcp85,January,1,2018,2018 1 01,-2,-0.2,1.7
GFDL-CM3,rcp85,January,1,2019,2019 1 01,1.1,2.4,3.7
GFDL-CM3,rcp85,January,1,2020,2020 1 01,-1.2,0.3,1.9
GFDL-CM3,rcp85,January,1,2021,2021 1 01,-12.2,-6.7,-6.8
GFDL-CM3,rcp85,January,1,2022,2022 1 01,-1.5,0.3,2.3
GFDL-CM3,rcp85,January,1,2023,2023 1 01,-2.7,-1,0.8
GFDL-CM3,rcp85,January,1,2024,2024 1 01,-1.3,0.2,1.9
GFDL-CM3,rcp85,January,1,2025,2025 1 01,3.3,4.3,5.1
GFDL-CM3,rcp85,January,1,2026,2026 1 01,-1.3,0.5,2.5
GFDL-CM3,rcp85,January,1,2027,2027 1 01,-0.1,1.1,2.5
GFDL-CM3,rcp85,January,1,2028,2028 1 01,-0.8,0.9,2.9
GFDL-CM3,rcp85,January,1,2029,2029 1 01,-5.2,-3.4,-1.4
GFDL-CM3,rcp85,January,1,2030,2030 1 01,-0.6,1.1,2.8
GFDL-CM3,rcp85,January,1,2031,2031 1 01,-5.2,-3.4,-1.5
GFDL-CM3,rcp85,January,1,2032,2032 1 01,-4.3,-2.6,-0.5
GFDL-CM3,rcp85,January,1,2033,2033 1 01,-3,-0.7,1.3
GFDL-CM3,rcp85,January,1,2034,2034 1 01,-4,-1.8,0.8
GFDL-CM3,rcp85,January,1,2035,2035 1 01,-2.6,-1,0.9
GFDL-CM3,rcp85,January,1,2036,2036 1 01,-3.3,-1.6,0.1
GFDL-CM3,rcp85,January,1,2037,2037 1 01,-4.2,-2.6,-0.6
GFDL-CM3,rcp85,January,1,2038,2038 1 01,0.1,1.5,3.2
GFDL-CM3,rcp85,January,1,2039,2039 1 01,-2.8,-1.1,0.9
GFDL-CM3,rcp85,January,1,2040,2040 1 01,-8.9,-5.5,-4.1
GFDL-CM3,rcp85,January,1,2041,2041 1 01,-0.2,1.3,2.9
GFDL-CM3,rcp85,January,1,2042,2042 1 01,-2,-0.2,1.7
GFDL-CM3,rcp85,January,1,2043,2043 1 01,-1.7,0.1,2
GFDL-CM3,rcp85,January,1,2044,2044 1 01,2.1,3.2,4.6
GFDL-CM3,rcp85,January,1,2045,2045 1 01,-5.3,-3.7,-1.8
GFDL-CM3,rcp85,January,1,2046,2046 1 01,-0.6,1,2.6
GFDL-CM3,rcp85,January,1,2047,2047 1 01,-1.9,-0.2,1.5
GFDL-CM3,rcp85,January,1,2048,2048 1 01,-0.2,1.4,3.1
GFDL-CM3,rcp85,January,1,2049,2049 1 01,3.5,4.6,5.6
GFDL-CM3,rcp85,January,1,2050,2050 1 01,1,2.2,3.5
GFDL-CM3,rcp85,January,1,2051,2051 1 01,-1,0.1,1.4
GFDL-CM3,rcp85,January,1,2052,2052 1 01,1.8,3.1,4.4
GFDL-CM3,rcp85,January,1,2053,2053 1 01,0.3,1.9,3.5
GFDL-CM3,rcp85,January,1,2054,2054 1 01,-7.2,-4.8,-2.6
GFDL-CM3,rcp85,January,1,2055,2055 1 01,-4.4,-2.5,-0.6
GFDL-CM3,rcp85,January,1,2056,2056 1 01,-1.4,0.1,1.7
GFDL-CM3,rcp85,January,1,2057,2057 1 01,1.4,2.6,4
GFDL-CM3,rcp85,January,1,2058,2058 1 01,-0.3,1.3,3
GFDL-CM3,rcp85,January,1,2059,2059 1 01,0.1,1.4,2.9
GFDL-CM3,rcp85,January,1,2060,2060 1 01,-7.8,-4.4,-3.5
GFDL-CM3,rcp85,January,1,2061,2061 1 01,2.1,3.3,4.7
GFDL-CM3,rcp85,January,1,2062,2062 1 01,-0.1,1.3,2.8
GFDL-CM3,rcp85,January,1,2063,2063 1 01,2.3,3.4,4.8
GFDL-CM3,rcp85,January,1,2064,2064 1 01,0,1.6,3.2
GFDL-CM3,rcp85,January,1,2065,2065 1 01,-8,-5.9,-4.3
GFDL-CM3,rcp85,January,1,2066,2066 1 01,-2.1,-1,0.2
GFDL-CM3,rcp85,January,1,2067,2067 1 01,0.8,2,3.3
GFDL-CM3,rcp85,January,1,2068,2068 1 01,1.9,3.3,4.6
GFDL-CM3,rcp85,January,1,2069,2069 1 01,-0.1,1.2,2.6
GFDL-CM3,rcp85,January,1,2070,2070 1 01,-2.1,-0.4,1.5
GFDL-CM3,rcp85,January,1,2071,2071 1 01,2.7,4,5.6
GFDL-CM3,rcp85,January,1,2072,2072 1 01,-1.2,0.6,2.5
GFDL-CM3,rcp85,January,1,2073,2073 1 01,1,2.3,3.7
GFDL-CM3,rcp85,January,1,2074,2074 1 01,-0.6,0.8,2.2
GFDL-CM3,rcp85,January,1,2075,2075 1 01,1.5,3.3,5.2
GFDL-CM3,rcp85,January,1,2076,2076 1 01,1.9,3.2,4.7
GFDL-CM3,rcp85,January,1,2077,2077 1 01,0.1,1.3,2.8
GFDL-CM3,rcp85,January,1,2078,2078 1 01,3.4,4.5,5.6
GFDL-CM3,rcp85,January,1,2079,2079 1 01,1.7,2.8,4.2
GFDL-CM3,rcp85,January,1,2080,2080 1 01,2.1,3.4,4.8
GFDL-CM3,rcp85,January,1,2081,2081 1 01,-0.8,0.4,1.8
GFDL-CM3,rcp85,January,1,2082,2082 1 01,-2,-0.8,0.6
GFDL-CM3,rcp85,January,1,2083,2083 1 01,2.7,3.9,5.3
GFDL-CM3,rcp85,January,1,2084,2084 1 01,-0.1,1.2,2.5
GFDL-CM3,rcp85,January,1,2085,2085 1 01,1.1,2.1,3.2
GFDL-CM3,rcp85,January,1,2086,2086 1 01,-0.6,0.6,1.7
GFDL-CM3,rcp85,January,1,2087,2087 1 01,1.6,2.9,4.3
GFDL-CM3,rcp85,January,1,2088,2088 1 01,4,4.9,6
GFDL-CM3,rcp85,January,1,2089,2089 1 01,-3.2,-1.8,-0.3
GFDL-CM3,rcp85,January,1,2090,2090 1 01,-1.5,0.4,2.4
GFDL-CM3,rcp85,January,1,2091,2091 1 01,-0.8,0.8,2.5
GFDL-CM3,rcp85,January,1,2092,2092 1 01,-1.9,-0.5,1.1
GFDL-CM3,rcp85,January,1,2093,2093 1 01,2.7,4,5.3
GFDL-CM3,rcp85,January,1,2094,2094 1 01,5,6.1,7.2
GFDL-CM3,rcp85,January,1,2095,2095 1 01,0.2,1.4,2.7
GFDL-CM3,rcp85,January,1,2096,2096 1 01,2.3,3.7,5.3
GFDL-CM3,rcp85,January,1,2097,2097 1 01,4.1,5.4,6.5
GFDL-CM3,rcp85,January,1,2098,2098 1 01,2.6,4,5.6
GFDL-CM3,rcp85,January,1,2099,2099 1 01,3.3,4.4,5.6
GFDL-CM3,rcp85,January,1,2100,2100 1 01,0.4,1.8,3.3
GFDL-CM3,rcp85,February,2,2006,2006 2 01,-2,-0.1,2.2
GFDL-CM3,rcp85,February,2,2007,2007 2 01,-0.3,1.1,2.7
GFDL-CM3,rcp85,February,2,2008,2008 2 01,-0.6,1,2.7
GFDL-CM3,rcp85,February,2,2009,2009 2 01,-0.4,0.7,2
GFDL-CM3,rcp85,February,2,2010,2010 2 01,-1,1.3,3.5
GFDL-CM3,rcp85,February,2,2011,2011 2 01,-4.3,-2.8,-1
GFDL-CM3,rcp85,February,2,2012,2012 2 01,-5,-3,-0.4
GFDL-CM3,rcp85,February,2,2013,2013 2 01,-3.3,-1.1,1.2
GFDL-CM3,rcp85,February,2,2014,2014 2 01,-2.1,-0.2,1.9
GFDL-CM3,rcp85,February,2,2015,2015 2 01,-6.8,-5,-3
GFDL-CM3,rcp85,February,2,2016,2016 2 01,-1.3,0.2,2.1
GFDL-CM3,rcp85,February,2,2017,2017 2 01,1.5,2.7,4.1
GFDL-CM3,rcp85,February,2,2018,2018 2 01,1.1,2.5,4.1
GFDL-CM3,rcp85,February,2,2019,2019 2 01,-3.2,-0.9,1.6
GFDL-CM3,rcp85,February,2,2020,2020 2 01,-0.6,0.9,2.8
GFDL-CM3,rcp85,February,2,2021,2021 2 01,1.5,2.7,4.3
GFDL-CM3,rcp85,February,2,2022,2022 2 01,0,1.4,2.9
GFDL-CM3,rcp85,February,2,2023,2023 2 01,2.2,3.4,4.8
GFDL-CM3,rcp85,February,2,2024,2024 2 01,-2.7,-1.2,0.4
GFDL-CM3,rcp85,February,2,2025,2025 2 01,-1.6,0.1,2.2
GFDL-CM3,rcp85,February,2,2026,2026 2 01,-0.7,0.7,2.5
GFDL-CM3,rcp85,February,2,2027,2027 2 01,0.7,2.2,4.1
GFDL-CM3,rcp85,February,2,2028,2028 2 01,-1.7,-0.2,1.8
GFDL-CM3,rcp85,February,2,2029,2029 2 01,-1.7,0,2
GFDL-CM3,rcp85,February,2,2030,2030 2 01,1.7,3.2,4.7
GFDL-CM3,rcp85,February,2,2031,2031 2 01,-9,-4.7,-4.4
GFDL-CM3,rcp85,February,2,2032,2032 2 01,-2.7,-1.5,0.2
GFDL-CM3,rcp85,February,2,2033,2033 2 01,0.6,2.1,3.8
GFDL-CM3,rcp85,February,2,2034,2034 2 01,-3.6,-1.4,1.2
GFDL-CM3,rcp85,February,2,2035,2035 2 01,2.9,4,5.3
GFDL-CM3,rcp85,February,2,2036,2036 2 01,-0.7,0.7,2.6
GFDL-CM3,rcp85,February,2,2037,2037 2 01,1.8,3,4.2
GFDL-CM3,rcp85,February,2,2038,2038 2 01,-2.2,-1.1,0.5
GFDL-CM3,rcp85,February,2,2039,2039 2 01,-1.6,0.3,2.6
GFDL-CM3,rcp85,February,2,2040,2040 2 01,-3.9,-2.2,-0.1
GFDL-CM3,rcp85,February,2,2041,2041 2 01,0.9,2.3,4.1
GFDL-CM3,rcp85,February,2,2042,2042 2 01,-1.2,0.1,1.9
GFDL-CM3,rcp85,February,2,2043,2043 2 01,1.4,2.8,4.3
GFDL-CM3,rcp85,February,2,2044,2044 2 01,0.5,2.2,4.2
GFDL-CM3,rcp85,February,2,2045,2045 2 01,-5.8,-3.9,-1.7
GFDL-CM3,rcp85,February,2,2046,2046 2 01,1.1,2.3,4
GFDL-CM3,rcp85,February,2,2047,2047 2 01,0.9,2.6,4.3
GFDL-CM3,rcp85,February,2,2048,2048 2 01,2.3,3.4,4.6
GFDL-CM3,rcp85,February,2,2049,2049 2 01,1.3,2.5,4.1
GFDL-CM3,rcp85,February,2,2050,2050 2 01,4.5,5.4,6.5
GFDL-CM3,rcp85,February,2,2051,2051 2 01,0.8,2,3.6
GFDL-CM3,rcp85,February,2,2052,2052 2 01,0.5,2.1,3.8
GFDL-CM3,rcp85,February,2,2053,2053 2 01,2.9,4.3,5.7
GFDL-CM3,rcp85,February,2,2054,2054 2 01,1.2,2.5,4.1
GFDL-CM3,rcp85,February,2,2055,2055 2 01,0,1.8,3.8
GFDL-CM3,rcp85,February,2,2056,2056 2 01,-3,-1.3,1
GFDL-CM3,rcp85,February,2,2057,2057 2 01,1.3,2.4,3.7
GFDL-CM3,rcp85,February,2,2058,2058 2 01,-3.7,-2.1,-0.1
GFDL-CM3,rcp85,February,2,2059,2059 2 01,1.3,2.6,4.1
GFDL-CM3,rcp85,February,2,2060,2060 2 01,1.5,2.9,4.6
GFDL-CM3,rcp85,February,2,2061,2061 2 01,1.7,2.9,4.3
GFDL-CM3,rcp85,February,2,2062,2062 2 01,3.2,4.4,5.9
GFDL-CM3,rcp85,February,2,2063,2063 2 01,3.9,5.1,6.6
GFDL-CM3,rcp85,February,2,2064,2064 2 01,3.1,4.4,5.9
GFDL-CM3,rcp85,February,2,2065,2065 2 01,-2.5,-1.1,0.9
GFDL-CM3,rcp85,February,2,2066,2066 2 01,2.1,3.3,5
GFDL-CM3,rcp85,February,2,2067,2067 2 01,-1,0.6,2.6
GFDL-CM3,rcp85,February,2,2068,2068 2 01,1.6,2.9,4.5
GFDL-CM3,rcp85,February,2,2069,2069 2 01,2.4,3.9,5.5
GFDL-CM3,rcp85,February,2,2070,2070 2 01,1.9,3.1,4.5
GFDL-CM3,rcp85,February,2,2071,2071 2 01,0.6,1.9,3.5
GFDL-CM3,rcp85,February,2,2072,2072 2 01,0,1.3,3.1
GFDL-CM3,rcp85,February,2,2073,2073 2 01,-1.2,0.3,2
GFDL-CM3,rcp85,February,2,2074,2074 2 01,1.1,2.6,4.4
GFDL-CM3,rcp85,February,2,2075,2075 2 01,-5,-3.1,-1.6
GFDL-CM3,rcp85,February,2,2076,2076 2 01,4.5,5.6,6.9
GFDL-CM3,rcp85,February,2,2077,2077 2 01,2.7,4,5.5
GFDL-CM3,rcp85,February,2,2078,2078 2 01,1.7,3.2,5
GFDL-CM3,rcp85,February,2,2079,2079 2 01,0.1,1.5,3.2
GFDL-CM3,rcp85,February,2,2080,2080 2 01,1.9,3.4,5
GFDL-CM3,rcp85,February,2,2081,2081 2 01,1.2,2.8,4.6
GFDL-CM3,rcp85,February,2,2082,2082 2 01,2.1,3.4,4.9
GFDL-CM3,rcp85,February,2,2083,2083 2 01,4.8,5.9,7.2
GFDL-CM3,rcp85,February,2,2084,2084 2 01,0.5,1.9,3.6
GFDL-CM3,rcp85,February,2,2085,2085 2 01,4.5,5.5,6.6
GFDL-CM3,rcp85,February,2,2086,2086 2 01,3.2,4.3,5.7
GFDL-CM3,rcp85,February,2,2087,2087 2 01,3.6,4.9,6.3
GFDL-CM3,rcp85,February,2,2088,2088 2 01,0.3,1.7,3.5
GFDL-CM3,rcp85,February,2,2089,2089 2 01,5.1,6.1,7.2
GFDL-CM3,rcp85,February,2,2090,2090 2 01,-4.4,-2.4,-0.7
GFDL-CM3,rcp85,February,2,2091,2091 2 01,3.6,4.7,6
GFDL-CM3,rcp85,February,2,2092,2092 2 01,6.6,7.4,8.4
GFDL-CM3,rcp85,February,2,2093,2093 2 01,2.2,3.1,4.3
GFDL-CM3,rcp85,February,2,2094,2094 2 01,3.6,4.5,5.8
GFDL-CM3,rcp85,February,2,2095,2095 2 01,2.8,4.1,5.6
GFDL-CM3,rcp85,February,2,2096,2096 2 01,3.1,4.4,6.2
GFDL-CM3,rcp85,February,2,2097,2097 2 01,6.8,7.6,8.7
GFDL-CM3,rcp85,February,2,2098,2098 2 01,0,1.6,3.5
GFDL-CM3,rcp85,February,2,2099,2099 2 01,3.7,4.7,6
GFDL-CM3,rcp85,February,2,2100,2100 2 01,5.9,6.8,7.7
GFDL-CM3,rcp85,March,3,2006,2006 3 01,-3.8,-1.8,0.5
GFDL-CM3,rcp85,March,3,2007,2007 3 01,-0.1,1.3,3
GFDL-CM3,rcp85,March,3,2008,2008 3 01,2.2,3.5,5.3
GFDL-CM3,rcp85,March,3,2009,2009 3 01,2.7,3.9,5.3
GFDL-CM3,rcp85,March,3,2010,2010 3 01,-0.7,0.7,2.6
GFDL-CM3,rcp85,March,3,2011,2011 3 01,-0.1,1.3,3.3
GFDL-CM3,rcp85,March,3,2012,2012 3 01,0.1,1.6,3.4
GFDL-CM3,rcp85,March,3,2013,2013 3 01,0.1,1.5,3.3
GFDL-CM3,rcp85,March,3,2014,2014 3 01,-5,-3.2,-0.9
GFDL-CM3,rcp85,March,3,2015,2015 3 01,0.2,1.6,3.5
GFDL-CM3,rcp85,March,3,2016,2016 3 01,2.2,3.3,4.7
GFDL-CM3,rcp85,March,3,2017,2017 3 01,1.8,3.2,5.1
GFDL-CM3,rcp85,March,3,2018,2018 3 01,-0.7,1,2.8
GFDL-CM3,rcp85,March,3,2019,2019 3 01,1.1,2.6,4.3
GFDL-CM3,rcp85,March,3,2020,2020 3 01,-0.6,1.2,3.2
GFDL-CM3,rcp85,March,3,2021,2021 3 01,-4.9,-2.9,-0.6
GFDL-CM3,rcp85,March,3,2022,2022 3 01,3,4.2,5.6
GFDL-CM3,rcp85,March,3,2023,2023 3 01,2,3.2,4.8
GFDL-CM3,rcp85,March,3,2024,2024 3 01,-3.9,-2.1,0
GFDL-CM3,rcp85,March,3,2025,2025 3 01,1.7,3,4.5
GFDL-CM3,rcp85,March,3,2026,2026 3 01,3.3,4.4,6
GFDL-CM3,rcp85,March,3,2027,2027 3 01,1.6,2.8,4.3
GFDL-CM3,rcp85,March,3,2028,2028 3 01,-2.1,-0.7,1.1
GFDL-CM3,rcp85,March,3,2029,2029 3 01,-1.2,0.3,2.1
GFDL-CM3,rcp85,March,3,2030,2030 3 01,2.1,3.4,5.2
GFDL-CM3,rcp85,March,3,2031,2031 3 01,0.9,2.2,3.9
GFDL-CM3,rcp85,March,3,2032,2032 3 01,-3.1,-1.5,0.5
GFDL-CM3,rcp85,March,3,2033,2033 3 01,0.2,1.9,4
GFDL-CM3,rcp85,March,3,2034,2034 3 01,-3.8,-1.7,0.8
GFDL-CM3,rcp85,March,3,2035,2035 3 01,-0.6,1.2,3.1
GFDL-CM3,rcp85,March,3,2036,2036 3 01,2.6,3.7,5.4
GFDL-CM3,rcp85,March,3,2037,2037 3 01,-0.6,0.7,2.4
GFDL-CM3,rcp85,March,3,2038,2038 3 01,4.1,5,6
GFDL-CM3,rcp85,March,3,2039,2039 3 01,3.2,4.4,5.7
GFDL-CM3,rcp85,March,3,2040,2040 3 01,-2.7,-1.2,1.1
GFDL-CM3,rcp85,March,3,2041,2041 3 01,3.7,4.7,6.2
GFDL-CM3,rcp85,March,3,2042,2042 3 01,-4.2,-2.5,-0.7
GFDL-CM3,rcp85,March,3,2043,2043 3 01,0.6,2,3.7
GFDL-CM3,rcp85,March,3,2044,2044 3 01,3.9,5.1,6.5
GFDL-CM3,rcp85,March,3,2045,2045 3 01,3.3,4.4,6.1
GFDL-CM3,rcp85,March,3,2046,2046 3 01,4,5.2,6.8
GFDL-CM3,rcp85,March,3,2047,2047 3 01,0.4,1.8,3.6
GFDL-CM3,rcp85,March,3,2048,2048 3 01,1.9,3.4,5.1
GFDL-CM3,rcp85,March,3,2049,2049 3 01,4.1,5,6.1
GFDL-CM3,rcp85,March,3,2050,2050 3 01,-0.5,1.7,4.4
GFDL-CM3,rcp85,March,3,2051,2051 3 01,4.1,5.2,6.6
GFDL-CM3,rcp85,March,3,2052,2052 3 01,-0.6,0.9,2.8
GFDL-CM3,rcp85,March,3,2053,2053 3 01,3,3.9,5.2
GFDL-CM3,rcp85,March,3,2054,2054 3 01,-4.8,-2.8,-0.8
GFDL-CM3,rcp85,March,3,2055,2055 3 01,1.5,2.8,4.4
GFDL-CM3,rcp85,March,3,2056,2056 3 01,1.7,3,4.9
GFDL-CM3,rcp85,March,3,2057,2057 3 01,4.9,5.7,6.7
GFDL-CM3,rcp85,March,3,2058,2058 3 01,2.4,3.7,5.2
GFDL-CM3,rcp85,March,3,2059,2059 3 01,1.1,2.6,4.7
GFDL-CM3,rcp85,March,3,2060,2060 3 01,-3.3,-1.7,0.2
GFDL-CM3,rcp85,March,3,2061,2061 3 01,2.7,4,5.5
GFDL-CM3,rcp85,March,3,2062,2062 3 01,4.6,5.5,6.8
GFDL-CM3,rcp85,March,3,2063,2063 3 01,3.9,5.2,7
GFDL-CM3,rcp85,March,3,2064,2064 3 01,-0.8,0.4,2
GFDL-CM3,rcp85,March,3,2065,2065 3 01,-2.2,-0.6,1.6
GFDL-CM3,rcp85,March,3,2066,2066 3 01,4.6,5.6,7.1
GFDL-CM3,rcp85,March,3,2067,2067 3 01,1.9,3.3,5.1
GFDL-CM3,rcp85,March,3,2068,2068 3 01,2.9,4.1,5.8
GFDL-CM3,rcp85,March,3,2069,2069 3 01,2.7,4.1,5.7
GFDL-CM3,rcp85,March,3,2070,2070 3 01,4.2,5.1,6.5
GFDL-CM3,rcp85,March,3,2071,2071 3 01,3.6,4.8,6.5
GFDL-CM3,rcp85,March,3,2072,2072 3 01,-0.8,0.7,2.6
GFDL-CM3,rcp85,March,3,2073,2073 3 01,0.3,2,4.1
GFDL-CM3,rcp85,March,3,2074,2074 3 01,4.1,5.4,7.2
GFDL-CM3,rcp85,March,3,2075,2075 3 01,3.6,4.6,5.9
GFDL-CM3,rcp85,March,3,2076,2076 3 01,4.5,5.6,7
GFDL-CM3,rcp85,March,3,2077,2077 3 01,4.6,5.7,7.1
GFDL-CM3,rcp85,March,3,2078,2078 3 01,0.6,2.1,4.2
GFDL-CM3,rcp85,March,3,2079,2079 3 01,2.7,3.9,5.6
GFDL-CM3,rcp85,March,3,2080,2080 3 01,3.9,5,6.4
GFDL-CM3,rcp85,March,3,2081,2081 3 01,-0.5,0.8,2.5
GFDL-CM3,rcp85,March,3,2082,2082 3 01,4,5.3,7.2
GFDL-CM3,rcp85,March,3,2083,2083 3 01,7.2,7.9,9
GFDL-CM3,rcp85,March,3,2084,2084 3 01,0.4,1.8,3.5
GFDL-CM3,rcp85,March,3,2085,2085 3 01,6.9,7.4,8.1
GFDL-CM3,rcp85,March,3,2086,2086 3 01,3.6,4.9,6.6
GFDL-CM3,rcp85,March,3,2087,2087 3 01,2.7,4,5.6
GFDL-CM3,rcp85,March,3,2088,2088 3 01,1.2,2.6,4.6
GFDL-CM3,rcp85,March,3,2089,2089 3 01,6.8,7.7,8.7
GFDL-CM3,rcp85,March,3,2090,2090 3 01,0.9,2,3.5
GFDL-CM3,rcp85,March,3,2091,2091 3 01,3.8,5.1,6.8
GFDL-CM3,rcp85,March,3,2092,2092 3 01,2.2,3.3,4.8
GFDL-CM3,rcp85,March,3,2093,2093 3 01,5,6,7.3
GFDL-CM3,rcp85,March,3,2094,2094 3 01,3.3,4.5,6.1
GFDL-CM3,rcp85,March,3,2095,2095 3 01,3.2,4.3,5.9
GFDL-CM3,rcp85,March,3,2096,2096 3 01,0.5,2,3.9
GFDL-CM3,rcp85,March,3,2097,2097 3 01,5.8,6.7,7.9
GFDL-CM3,rcp85,March,3,2098,2098 3 01,5,6.2,7.9
GFDL-CM3,rcp85,March,3,2099,2099 3 01,5,6.2,7.7
GFDL-CM3,rcp85,March,3,2100,2100 3 01,4.3,5.6,7.4
GFDL-CM3,rcp85,April,4,2006,2006 4 01,3.7,4.7,6.2
GFDL-CM3,rcp85,April,4,2007,2007 4 01,3.5,4.9,6.4
GFDL-CM3,rcp85,April,4,2008,2008 4 01,4.6,5.5,6.7
GFDL-CM3,rcp85,April,4,2009,2009 4 01,5.3,6.7,8
GFDL-CM3,rcp85,April,4,2010,2010 4 01,1.8,3.2,4.8
GFDL-CM3,rcp85,April,4,2011,2011 4 01,1.7,3.3,5.2
GFDL-CM3,rcp85,April,4,2012,2012 4 01,3,4.4,6
GFDL-CM3,rcp85,April,4,2013,2013 4 01,2.9,4.5,6.2
GFDL-CM3,rcp85,April,4,2014,2014 4 01,4.3,5.3,6.4
GFDL-CM3,rcp85,April,4,2015,2015 4 01,2.8,4.3,6
GFDL-CM3,rcp85,April,4,2016,2016 4 01,3.5,5,6.5
GFDL-CM3,rcp85,April,4,2017,2017 4 01,3.1,4.7,6.5
GFDL-CM3,rcp85,April,4,2018,2018 4 01,6.7,7.6,8.5
GFDL-CM3,rcp85,April,4,2019,2019 4 01,5,5.9,7.2
GFDL-CM3,rcp85,April,4,2020,2020 4 01,1.9,3.4,5.2
GFDL-CM3,rcp85,April,4,2021,2021 4 01,1.5,2.8,4.6
GFDL-CM3,rcp85,April,4,2022,2022 4 01,4.8,6,7.4
GFDL-CM3,rcp85,April,4,2023,2023 4 01,1.3,2.7,4.2
GFDL-CM3,rcp85,April,4,2024,2024 4 01,2.9,4.2,5.6
GFDL-CM3,rcp85,April,4,2025,2025 4 01,1.3,2.8,4.7
GFDL-CM3,rcp85,April,4,2026,2026 4 01,6.9,7.7,8.5
GFDL-CM3,rcp85,April,4,2027,2027 4 01,5.1,6.3,7.7
GFDL-CM3,rcp85,April,4,2028,2028 4 01,2.9,4.3,5.8
GFDL-CM3,rcp85,April,4,2029,2029 4 01,3.6,5,6.7
GFDL-CM3,rcp85,April,4,2030,2030 4 01,5.9,6.9,8.1
GFDL-CM3,rcp85,April,4,2031,2031 4 01,4.1,5,6.4
GFDL-CM3,rcp85,April,4,2032,2032 4 01,2.4,3.6,5
GFDL-CM3,rcp85,April,4,2033,2033 4 01,5.1,6.3,7.6
GFDL-CM3,rcp85,April,4,2034,2034 4 01,3.3,4.6,6
GFDL-CM3,rcp85,April,4,2035,2035 4 01,3.4,4.6,6
GFDL-CM3,rcp85,April,4,2036,2036 4 01,5.4,6.8,8.3
GFDL-CM3,rcp85,April,4,2037,2037 4 01,4.1,5.6,7.5
GFDL-CM3,rcp85,April,4,2038,2038 4 01,6.2,7,8.2
GFDL-CM3,rcp85,April,4,2039,2039 4 01,5,6,7.4
GFDL-CM3,rcp85,April,4,2040,2040 4 01,1.1,2.7,4.6
GFDL-CM3,rcp85,April,4,2041,2041 4 01,5.4,6.5,7.8
GFDL-CM3,rcp85,April,4,2042,2042 4 01,2.7,4.1,5.8
GFDL-CM3,rcp85,April,4,2043,2043 4 01,5.3,6.5,7.9
GFDL-CM3,rcp85,April,4,2044,2044 4 01,8.2,9.1,10
GFDL-CM3,rcp85,April,4,2045,2045 4 01,4.8,5.8,7.2
GFDL-CM3,rcp85,April,4,2046,2046 4 01,5.4,6.5,7.8
GFDL-CM3,rcp85,April,4,2047,2047 4 01,5.4,6.5,7.7
GFDL-CM3,rcp85,April,4,2048,2048 4 01,5.7,6.9,8.4
GFDL-CM3,rcp85,April,4,2049,2049 4 01,4.7,5.9,7.3
GFDL-CM3,rcp85,April,4,2050,2050 4 01,5.3,6.7,8.2
GFDL-CM3,rcp85,April,4,2051,2051 4 01,7.6,8.5,9.7
GFDL-CM3,rcp85,April,4,2052,2052 4 01,6.1,6.8,7.9
