# Location: 59.5089 -139.6599,,,,,,
# View a report for this location at https://earthmaps.io/tas2km/point/59.5089/-139.6599,,,,,,
# tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario,,,,,,
# tasmin is the minimum temperature in degrees C,,,,,,
# tasmean is the mean temperature in degrees C,,,,,,
# tasmax is the maximum temperature in degrees C,,,,,,
model,scenario,month,year,tasmin,tasmean,tasmax
CRU-TS,historical,May,1933,1.2,6.5,11.9
CRU-TS,historical,May,1934,1.5,6.5,11.6
CRU-TS,historical,May,1935,0.6,5.3,10
CRU-TS,historical,May,1936,1.6,6.3,11.1
CRU-TS,historical,May,1937,1.3,5.8,10.4
CRU-TS,historical,May,1938,2,6,10.1
CRU-TS,historical,May,1939,0.8,5.7,10.7
CRU-TS,historical,May,1940,1.6,6.9,12.2
CRU-TS,historical,May,1941,1.8,6.7,11.6
CRU-TS,historical,May,1942,3.6,9.3,15.1
CRU-TS,historical,May,1943,2.3,7,11.7
CRU-TS,historical,May,1944,2.7,6.9,11.2
CRU-TS,historical,May,1945,1.7,6.9,12.1
CRU-TS,historical,May,1946,2.7,8.1,13.5
CRU-TS,historical,May,1947,2.3,7.3,12.4
CRU-TS,historical,May,1948,2.4,7.5,12.6
CRU-TS,historical,May,1949,1,5.9,10.8
CRU-TS,historical,May,1950,1.8,5.9,10
CRU-TS,historical,May,1951,1.9,7,12.1
CRU-TS,historical,May,1952,0.5,4.8,9.1
CRU-TS,historical,May,1953,3,7.8,12.7
CRU-TS,historical,May,1954,2.1,6.9,11.8
CRU-TS,historical,May,1955,0.3,4.5,8.7
CRU-TS,historical,May,1956,1.4,6.1,10.8
CRU-TS,historical,May,1957,2.5,7.2,11.9
CRU-TS,historical,May,1958,2.9,7.6,12.4
CRU-TS,historical,May,1959,1.7,6.5,11.3
CRU-TS,historical,May,1960,2.6,8.1,13.7
CRU-TS,historical,May,1961,1.9,6.9,12
CRU-TS,historical,May,1962,0.9,5.4,9.9
CRU-TS,historical,May,1963,2.3,7.3,12.4
CRU-TS,historical,May,1964,-0.6,4,8.7
CRU-TS,historical,May,1965,0.4,4.5,8.6
CRU-TS,historical,May,1966,0.4,4.5,8.7
CRU-TS,historical,May,1967,1,6,11
CRU-TS,historical,May,1968,1.7,6.6,11.6
CRU-TS,historical,May,1969,1.9,6.9,12
CRU-TS,historical,May,1970,1.9,6,10.1
CRU-TS,historical,May,1971,0.3,4.3,8.3
CRU-TS,historical,May,1972,0.4,5.2,10.1
CRU-TS,historical,May,1973,1.4,5.9,10.4
CRU-TS,historical,May,1974,1.4,6.4,11.4
CRU-TS,historical,May,1975,1.7,6.3,11
CRU-TS,historical,May,1976,1.9,5.4,8.9
CRU-TS,historical,May,1977,1.7,6.4,11.1
CRU-TS,historical,May,1978,2.4,6.8,11.2
CRU-TS,historical,May,1979,2.7,6.9,11.2
CRU-TS,historical,May,1980,2.6,7.5,12.5
CRU-TS,historical,May,1981,3.5,8.9,14.3
CRU-TS,historical,May,1982,1.6,5.5,9.5
CRU-TS,historical,May,1983,3.2,7.6,12.1
CRU-TS,historical,May,1984,1.4,6.6,11.9
CRU-TS,historical,May,1985,1.4,5.7,10
CRU-TS,historical,May,1986,1.5,5.8,10.2
CRU-TS,historical,May,1987,2.8,6.8,10.9
CRU-TS,historical,May,1988,2.3,7,11.7
CRU-TS,historical,May,1989,3.1,7.7,12.4
CRU-TS,historical,May,1990,3.4,8.4,13.5
CRU-TS,historical,May,1991,2.8,7.4,12.1
CRU-TS,historical,May,1992,1.4,5.8,10.2
CRU-TS,historical,May,1993,3.7,9.1,14.6
CRU-TS,historical,May,1994,2.6,7.1,11.6
CRU-TS,historical,May,1995,3.3,8.5,13.7
CRU-TS,historical,May,1996,1.6,6.9,12.3
CRU-TS,historical,May,1997,2.3,7.5,12.7
CRU-TS,historical,May,1998,3.4,8,12.6
CRU-TS,historical,May,1999,1.5,5.5,9.5
CRU-TS,historical,May,2000,1.3,6.1,10.9
CRU-TS,historical,May,2001,0.9,5.4,9.9
CRU-TS,historical,May,2002,1.6,6.8,12
CRU-TS,historical,May,2003,1.1,6.5,11.9
CRU-TS,historical,May,2004,3.7,8.6,13.6
CRU-TS,historical,May,2005,3.9,9.6,15.3
CRU-TS,historical,May,2006,2.9,7.3,11.7
CRU-TS,historical,May,2007,2.4,7.1,11.8
CRU-TS,historical,May,2008,2.5,7,11.5
CRU-TS,historical,May,2009,1.4,7,12.6
CRU-TS,historical,May,2010,2.6,8.2,13.9
CRU-TS,historical,May,2011,3.2,8.1,13
CRU-TS,historical,May,2012,2.3,5.8,9.4
CRU-TS,historical,May,2013,1.5,6.3,11.2
CRU-TS,historical,May,2014,3.5,8.9,14.3
CRU-TS,historical,May,2015,4,9.4,14.8
CRU-TS,historical,June,1901,4.9,9.2,13.6
CRU-TS,historical,June,1902,5.5,10.6,15.8
CRU-TS,historical,June,1903,5.7,10.4,15.1
CRU-TS,historical,June,1904,4.9,8.5,12.2
CRU-TS,historical,June,1905,6.8,10.7,14.6
CRU-TS,historical,June,1906,5.4,10.3,15.2
CRU-TS,historical,June,1907,3.9,9,14.2
CRU-TS,historical,June,1908,4.8,9.8,14.9
CRU-TS,historical,June,1909,4.6,9.6,14.7
CRU-TS,historical,June,1910,3.8,8.8,13.9
CRU-TS,historical,June,1911,3.8,9,14.2
CRU-TS,historical,June,1912,3.9,8.8,13.7
CRU-TS,historical,June,1913,5.2,10.5,15.9
CRU-TS,historical,June,1914,5.2,10.5,15.8
CRU-TS,historical,June,1915,6.6,11.9,17.2
CRU-TS,historical,June,1916,4.3,9.5,14.8
CRU-TS,historical,June,1917,3.9,8.6,13.3
CRU-TS,historical,June,1918,3.8,9.1,14.5
CRU-TS,historical,June,1919,3.9,8.7,13.6
CRU-TS,historical,June,1920,3.9,8.9,14
CRU-TS,historical,June,1921,4.9,10.5,16.2
CRU-TS,historical,June,1922,4.1,9.2,14.4
CRU-TS,historical,June,1923,4.7,10.3,15.9
CRU-TS,historical,June,1924,4.5,10.3,16.1
CRU-TS,historical,June,1925,4.1,9.4,14.7
CRU-TS,historical,June,1926,5.5,11.3,17.2
CRU-TS,historical,June,1927,5.2,10.3,15.4
CRU-TS,historical,June,1928,4.5,10,15.6
CRU-TS,historical,June,1929,4.5,9.9,15.3
CRU-TS,historical,June,1930,3.6,8.8,14.1
CRU-TS,historical,June,1931,4.4,9.9,15.5
CRU-TS,historical,June,1932,3.7,7.9,12.2
CRU-TS,historical,June,1933,3.1,8.2,13.4
CRU-TS,historical,June,1934,3.9,9,14.1
CRU-TS,historical,June,1935,4.2,9.3,14.4
CRU-TS,historical,June,1936,6.4,11.9,17.5
CRU-TS,historical,June,1937,5.5,10.6,15.8
CRU-TS,historical,June,1938,4.4,8.4,12.5
CRU-TS,historical,June,1939,4.3,9.5,14.8
CRU-TS,historical,June,1940,4.9,9.9,14.9
CRU-TS,historical,June,1941,6.3,10.9,15.5
CRU-TS,historical,June,1942,5.9,10.5,15.1
CRU-TS,historical,June,1943,6.2,10.8,15.5
CRU-TS,historical,June,1944,6.5,11,15.6
CRU-TS,historical,June,1945,5,9.2,13.4
CRU-TS,historical,June,1946,7.6,12.8,18
CRU-TS,historical,June,1947,5.1,9.8,14.5
CRU-TS,historical,June,1948,5.7,11,16.4
CRU-TS,historical,June,1949,3.9,7.9,12
CRU-TS,historical,June,1950,6.4,11.5,16.7
CRU-TS,historical,June,1951,5.8,9.7,13.7
CRU-TS,historical,June,1952,4.8,9.6,14.4
CRU-TS,historical,June,1953,6.9,11.7,16.5
CRU-TS,historical,June,1954,5.5,10.5,15.6
CRU-TS,historical,June,1955,4.2,8.7,13.2
CRU-TS,historical,June,1956,4.3,8.8,13.4
CRU-TS,historical,June,1957,6.3,11.4,16.5
CRU-TS,historical,June,1958,7.6,12.6,17.7
CRU-TS,historical,June,1959,6.6,11.8,17
CRU-TS,historical,June,1960,5.6,9.7,13.9
CRU-TS,historical,June,1961,5.6,9.9,14.3
CRU-TS,historical,June,1962,5.1,9.1,13.1
CRU-TS,historical,June,1963,4.3,8.4,12.5
CRU-TS,historical,June,1964,6.5,11,15.5
CRU-TS,historical,June,1965,3.2,7.6,12
CRU-TS,historical,June,1966,5.1,10.2,15.3
CRU-TS,historical,June,1967,6.4,11.2,16.1
CRU-TS,historical,June,1968,5.2,9.7,14.2
CRU-TS,historical,June,1969,6,11.9,17.9
CRU-TS,historical,June,1970,4.5,8.8,13.2
CRU-TS,historical,June,1971,4.4,9.6,14.8
CRU-TS,historical,June,1972,4.5,8.9,13.4
CRU-TS,historical,June,1973,4.7,9,13.3
CRU-TS,historical,June,1974,4.6,9.1,13.6
CRU-TS,historical,June,1975,4.9,8.9,12.9
CRU-TS,historical,June,1976,5.2,9.9,14.7
CRU-TS,historical,June,1977,5.7,10.1,14.6
CRU-TS,historical,June,1978,5.4,9.8,14.3
CRU-TS,historical,June,1979,5.8,9.7,13.6
CRU-TS,historical,June,1980,6.1,11,16
CRU-TS,historical,June,1981,5,9.7,14.5
CRU-TS,historical,June,1982,5.5,10.4,15.3
CRU-TS,historical,June,1983,6.8,11.4,16
CRU-TS,historical,June,1984,5.2,9.7,14.2
CRU-TS,historical,June,1985,4.3,8.2,12.1
CRU-TS,historical,June,1986,4.6,9.7,14.8
CRU-TS,historical,June,1987,5.6,9.1,12.7
CRU-TS,historical,June,1988,5.8,10.3,14.9
CRU-TS,historical,June,1989,6.4,10.7,15
CRU-TS,historical,June,1990,7.2,11.2,15.3
CRU-TS,historical,June,1991,6.4,10.9,15.4
CRU-TS,historical,June,1992,5.7,10.8,16
CRU-TS,historical,June,1993,6.3,11.3,16.3
CRU-TS,historical,June,1994,6.5,11.1,15.8
CRU-TS,historical,June,1995,7,11.5,16
CRU-TS,historical,June,1996,5.4,10.1,14.9
CRU-TS,historical,June,1997,6.1,11.3,16.6
CRU-TS,historical,June,1998,6.5,11.4,16.3
CRU-TS,historical,June,1999,6.6,11.2,15.9
CRU-TS,historical,June,2000,6,10.5,15.1
CRU-TS,historical,June,2001,6.3,10.9,15.5
CRU-TS,historical,June,2002,5.8,10.2,14.6
CRU-TS,historical,June,2003,6,10.2,14.4
CRU-TS,historical,June,2004,6.5,12.4,18.3
CRU-TS,historical,June,2005,6.8,11.5,16.3
CRU-TS,historical,June,2006,5.9,10.7,15.6
CRU-TS,historical,June,2007,6.3,10.9,15.6
CRU-TS,historical,June,2008,5,9.3,13.6
CRU-TS,historical,June,2009,5.4,10.5,15.7
CRU-TS,historical,June,2010,6.4,10.6,14.8
CRU-TS,historical,June,2011,7.1,11,14.9
CRU-TS,historical,June,2012,5.8,9.7,13.6
CRU-TS,historical,June,2013,7.5,12.5,17.6
CRU-TS,historical,June,2014,5.7,9.7,13.7
CRU-TS,historical,June,2015,7.6,11.8,16
CRU-TS,historical,July,1901,7.1,11.9,16.8
CRU-TS,historical,July,1902,8.5,12.6,16.7
CRU-TS,historical,July,1903,7.3,11.7,16.1
CRU-TS,historical,July,1904,6.8,10.7,14.7
CRU-TS,historical,July,1905,8.4,12.5,16.6
CRU-TS,historical,July,1906,7.3,11.9,16.5
CRU-TS,historical,July,1907,6.9,11.7,16.6
CRU-TS,historical,July,1908,6.3,11.2,16.1
CRU-TS,historical,July,1909,7.5,11.9,16.4
CRU-TS,historical,July,1910,6.4,11.6,16.9
CRU-TS,historical,July,1911,6.6,12.1,17.7
CRU-TS,historical,July,1912,6.7,11.6,16.6
CRU-TS,historical,July,1913,6.4,11.5,16.7
CRU-TS,historical,July,1914,7.9,12.2,16.6
CRU-TS,historical,July,1915,8.7,14.3,20
CRU-TS,historical,July,1916,6.6,11.4,16.3
CRU-TS,historical,July,1917,5.9,10.5,15.2
CRU-TS,historical,July,1918,6.9,12.5,18.1
CRU-TS,historical,July,1919,7.3,12,16.8
CRU-TS,historical,July,1920,6,11.3,16.7
CRU-TS,historical,July,1921,6.9,11.3,15.8
CRU-TS,historical,July,1922,6.5,11.4,16.4
CRU-TS,historical,July,1923,7.3,13.1,19
CRU-TS,historical,July,1924,5.8,10.8,15.9
CRU-TS,historical,July,1925,5.9,11.2,16.5
CRU-TS,historical,July,1926,7.3,12.3,17.3
CRU-TS,historical,July,1927,7.6,12.8,18
CRU-TS,historical,July,1928,6.6,11.5,16.5
CRU-TS,historical,July,1929,5.9,10.9,16
CRU-TS,historical,July,1930,7,11.7,16.4
CRU-TS,historical,July,1931,6.6,11.5,16.5
CRU-TS,historical,July,1932,6.6,11,15.5
CRU-TS,historical,July,1933,6.8,11.2,15.7
CRU-TS,historical,July,1934,5.7,11.2,16.8
CRU-TS,historical,July,1935,7.5,11.6,15.8
CRU-TS,historical,July,1936,7.7,12.8,17.9
CRU-TS,historical,July,1937,7,11.2,15.5
CRU-TS,historical,July,1938,6.9,11,15.1
CRU-TS,historical,July,1939,7.3,11.8,16.3
CRU-TS,historical,July,1940,7.7,12.7,17.7
CRU-TS,historical,July,1941,8.3,12.2,16.1
CRU-TS,historical,July,1942,7.9,12.2,16.5
CRU-TS,historical,July,1943,7.5,11.7,15.9
CRU-TS,historical,July,1944,8,12.3,16.6
CRU-TS,historical,July,1945,7.4,11,14.7
CRU-TS,historical,July,1946,8.3,12.2,16.2
CRU-TS,historical,July,1947,7.5,13,18.5
CRU-TS,historical,July,1948,7.3,12.5,17.7
CRU-TS,historical,July,1949,6.9,11.2,15.5
CRU-TS,historical,July,1950,7,11.4,15.8
CRU-TS,historical,July,1951,8.9,14,19.2
CRU-TS,historical,July,1952,7.7,12.1,16.5
CRU-TS,historical,July,1953,8.8,13.2,17.6
CRU-TS,historical,July,1954,6.9,11.2,15.5
CRU-TS,historical,July,1955,8.1,12.7,17.3
CRU-TS,historical,July,1956,7.6,12.3,17.1
CRU-TS,historical,July,1957,7.3,12,16.8
CRU-TS,historical,July,1958,8.9,13.3,17.8
CRU-TS,historical,July,1959,6.5,10.9,15.3
CRU-TS,historical,July,1960,7.6,11.5,15.5
CRU-TS,historical,July,1961,7.7,12.1,16.5
CRU-TS,historical,July,1962,7.7,12.4,17.2
CRU-TS,historical,July,1963,8,12.2,16.5
CRU-TS,historical,July,1964,7.2,11.3,15.4
CRU-TS,historical,July,1965,6.7,11.4,16.1
CRU-TS,historical,July,1966,7.6,12.2,16.9
CRU-TS,historical,July,1967,7.5,11.3,15.2
CRU-TS,historical,July,1968,7.7,12.3,16.9
CRU-TS,historical,July,1969,7,10.9,14.8
CRU-TS,historical,July,1970,6.6,10.8,15
CRU-TS,historical,July,1971,7.4,12.3,17.2
CRU-TS,historical,July,1972,7.6,12.7,17.9
CRU-TS,historical,July,1973,7.4,11.4,15.5
CRU-TS,historical,July,1974,7.1,11.3,15.5
CRU-TS,historical,July,1975,8.1,12.2,16.4
CRU-TS,historical,July,1976,7.5,12.3,17.1
CRU-TS,historical,July,1977,7.7,12.3,17
CRU-TS,historical,July,1978,7.7,12.2,16.7
CRU-TS,historical,July,1979,8.8,12.6,16.4
CRU-TS,historical,July,1980,8.6,12.5,16.5
CRU-TS,historical,July,1981,8.4,12.5,16.7
CRU-TS,historical,July,1982,7.4,12.5,17.7
CRU-TS,historical,July,1983,8,12.4,16.8
CRU-TS,historical,July,1984,7.3,11.3,15.4
CRU-TS,historical,July,1985,8.3,12,15.7
CRU-TS,historical,July,1986,8.2,12.4,16.7
CRU-TS,historical,July,1987,8.3,12.8,17.3
CRU-TS,historical,July,1988,7.9,11.4,14.9
CRU-TS,historical,July,1989,8.4,13.8,19.2
CRU-TS,historical,July,1990,8.5,13.2,18
CRU-TS,historical,July,1991,8.3,11.8,15.4
CRU-TS,historical,July,1992,9.2,12.7,16.3
CRU-TS,historical,July,1993,9,13.5,18.1
CRU-TS,historical,July,1994,8,13,18.1
CRU-TS,historical,July,1995,9.1,12.7,16.3
CRU-TS,historical,July,1996,7.6,12.4,17.2
CRU-TS,historical,July,1997,9.4,13.2,17
CRU-TS,historical,July,1998,8.4,12.6,16.8
CRU-TS,historical,July,1999,7.7,12.2,16.8
CRU-TS,historical,July,2000,8.1,11.9,15.8
CRU-TS,historical,July,2001,8.3,11.9,15.5
CRU-TS,historical,July,2002,7.7,12.1,16.6
CRU-TS,historical,July,2003,8.9,13.3,17.7
CRU-TS,historical,July,2004,9.3,13.8,18.4
CRU-TS,historical,July,2005,8.8,12.9,17
CRU-TS,historical,July,2006,8.2,12.6,17
CRU-TS,historical,July,2007,9.1,12.8,16.5
CRU-TS,historical,July,2008,7.6,11.3,15.1
CRU-TS,historical,July,2009,8,13.6,19.2
CRU-TS,historical,July,2010,8.1,12.2,16.4
CRU-TS,historical,July,2011,8.6,12.7,16.8
CRU-TS,historical,July,2012,7.2,11.2,15.2
CRU-TS,historical,July,2013,9.2,13.4,17.6
CRU-TS,historical,July,2014,8.8,12.6,16.5
CRU-TS,historical,July,2015,9.3,13.1,16.9
CRU-TS,historical,August,1901,7,10.8,14.7
CRU-TS,historical,August,1902,7.6,11.3,15.1
CRU-TS,historical,August,1903,7.5,12.4,17.4
CRU-TS,historical,August,1904,5.7,10.2,14.7
CRU-TS,historical,August,1905,7.3,11.7,16.2
CRU-TS,historical,August,1906,6.2,11.1,16.1
CRU-TS,historical,August,1907,6.5,11.2,16
CRU-TS,historical,August,1908,6,11,16.1
CRU-TS,historical,August,1909,6.1,10.7,15.4
CRU-TS,historical,August,1910,5.3,10.7,16.1
CRU-TS,historical,August,1911,6.6,12.2,17.9
CRU-TS,historical,August,1912,5.8,10.7,15.7
CRU-TS,historical,August,1913,6.1,11.1,16.1
CRU-TS,historical,August,1914,7.3,11.8,16.4
CRU-TS,historical,August,1915,7.1,12.3,17.5
CRU-TS,historical,August,1916,6.3,11.4,16.5
CRU-TS,historical,August,1917,6.7,11.6,16.6
CRU-TS,historical,August,1918,5.9,10.6,15.3
CRU-TS,historical,August,1919,6.9,11.9,17
CRU-TS,historical,August,1920,5.7,10.5,15.3
CRU-TS,historical,August,1921,6.7,11.9,17.1
CRU-TS,historical,August,1922,6,11,16
CRU-TS,historical,August,1923,8.1,14,19.9
CRU-TS,historical,August,1924,6.2,11.1,16.1
CRU-TS,historical,August,1925,6.2,11.6,17.1
CRU-TS,historical,August,1926,7.2,12.5,17.9
CRU-TS,historical,August,1927,7.1,12.4,17.7
CRU-TS,historical,August,1928,6.1,10.8,15.6
CRU-TS,historical,August,1929,5.5,11.3,17.1
CRU-TS,historical,August,1930,7.3,12.4,17.6
CRU-TS,historical,August,1931,6.8,11.7,16.6
CRU-TS,historical,August,1932,6.3,11.2,16.2
CRU-TS,historical,August,1933,6.4,11,15.6
CRU-TS,historical,August,1934,7.2,11.7,16.3
CRU-TS,historical,August,1935,4.9,10,15.2
CRU-TS,historical,August,1936,7.8,13.2,18.7
CRU-TS,historical,August,1937,5.9,10.7,15.6
CRU-TS,historical,August,1938,6.8,11.8,16.8
CRU-TS,historical,August,1939,6.3,10.5,14.7
CRU-TS,historical,August,1940,7.1,11.7,16.3
CRU-TS,historical,August,1941,7.8,12.7,17.6
CRU-TS,historical,August,1942,7.8,12,16.2
CRU-TS,historical,August,1943,7.3,11.3,15.3
CRU-TS,historical,August,1944,7.8,11.9,16
CRU-TS,historical,August,1945,6.9,11.6,16.3
CRU-TS,historical,August,1946,6.8,11.2,15.7
CRU-TS,historical,August,1947,6.6,11,15.4
CRU-TS,historical,August,1948,6,11,16.1
CRU-TS,historical,August,1949,6.5,11.4,16.3
CRU-TS,historical,August,1950,7.2,12.7,18.2
CRU-TS,historical,August,1951,8,12.7,17.5
CRU-TS,historical,August,1952,7.4,11.9,16.4
CRU-TS,historical,August,1953,8.3,12.1,15.9
CRU-TS,historical,August,1954,7.1,12.2,17.3
CRU-TS,historical,August,1955,7.1,10.6,14.2
CRU-TS,historical,August,1956,8.2,11.8,15.5
CRU-TS,historical,August,1957,8.4,13.8,19.3
CRU-TS,historical,August,1958,7.6,11.6,15.7
CRU-TS,historical,August,1959,6.8,11.1,15.4
CRU-TS,historical,August,1960,6.8,11.3,15.9
CRU-TS,historical,August,1961,7.3,11.5,15.8
CRU-TS,historical,August,1962,8.3,12.6,16.9
CRU-TS,historical,August,1963,7.3,13,18.7
CRU-TS,historical,August,1964,7,11.2,15.4
CRU-TS,historical,August,1965,5.7,10.9,16.1
CRU-TS,historical,August,1966,6.3,10.4,14.5
CRU-TS,historical,August,1967,7.8,12.3,16.8
CRU-TS,historical,August,1968,7.1,11.9,16.7
CRU-TS,historical,August,1969,4.2,8.8,13.5
CRU-TS,historical,August,1970,6.7,10.7,14.8
CRU-TS,historical,August,1971,7.6,11.9,16.2
CRU-TS,historical,August,1972,8.4,12.2,16.1
CRU-TS,historical,August,1973,5.8,10.1,14.4
CRU-TS,historical,August,1974,6.7,11.8,17
CRU-TS,historical,August,1975,7,11.2,15.5
CRU-TS,historical,August,1976,7.3,12.2,17.2
CRU-TS,historical,August,1977,8.4,14,19.7
CRU-TS,historical,August,1978,8.1,12.8,17.6
CRU-TS,historical,August,1979,8.6,13.5,18.5
CRU-TS,historical,August,1980,6.5,11.4,16.3
CRU-TS,historical,August,1981,8.8,12.5,16.2
CRU-TS,historical,August,1982,7.2,11.4,15.7
CRU-TS,historical,August,1983,7.9,11.6,15.3
CRU-TS,historical,August,1984,7.1,11.7,16.3
CRU-TS,historical,August,1985,6.6,10.9,15.3
CRU-TS,historical,August,1986,6.9,10.7,14.6
CRU-TS,historical,August,1987,6.8,12,17.3
CRU-TS,historical,August,1988,8.1,11.7,15.4
CRU-TS,historical,August,1989,8.5,13.8,19.1
CRU-TS,historical,August,1990,8.4,13.3,18.2
CRU-TS,historical,August,1991,7.5,11.4,15.3
CRU-TS,historical,August,1992,7.6,11.7,15.8
CRU-TS,historical,August,1993,8.3,12.6,17
CRU-TS,historical,August,1994,9,14.4,19.9
CRU-TS,historical,August,1995,7.1,11.4,15.8
CRU-TS,historical,August,1996,7.3,11.3,15.3
CRU-TS,historical,August,1997,9,13.5,18.1
CRU-TS,historical,August,1998,6.6,11.2,15.9
CRU-TS,historical,August,1999,8.3,12.9,17.5
CRU-TS,historical,August,2000,6.8,10.9,15
CRU-TS,historical,August,2001,8.3,12.9,17.5
CRU-TS,historical,August,2002,7.5,11.7,16
CRU-TS,historical,August,2003,6.9,11.8,16.7
CRU-TS,historical,August,2004,8.5,14.2,20
CRU-TS,historical,August,2005,8.5,12.9,17.4
CRU-TS,historical,August,2006,8.1,11.8,15.5
CRU-TS,historical,August,2007,7.9,12.9,18
CRU-TS,historical,August,2008,8.1,11.6,15.2
CRU-TS,historical,August,2009,8.5,12.1,15.7
CRU-TS,historical,August,2010,8.7,13.3,18
CRU-TS,historical,August,2011,8.2,11.5,14.8
CRU-TS,historical,August,2012,7.3,11.6,16
CRU-TS,historical,August,2013,8.7,13.5,18.3
CRU-TS,historical,August,2014,8.4,12.6,16.8
CRU-TS,historical,August,2015,8.7,12.5,16.3
CRU-TS,historical,September,1901,5,9,13
CRU-TS,historical,September,1902,4.8,8.2,11.7
CRU-TS,historical,September,1903,4.2,8.7,13.3
CRU-TS,historical,September,1904,3.1,7.4,11.7
CRU-TS,historical,September,1905,3.4,7.3,11.2
CRU-TS,historical,September,1906,3.5,8.7,13.9
CRU-TS,historical,September,1907,4.5,9.4,14.3
CRU-TS,historical,September,1908,2.6,6.9,11.3
CRU-TS,historical,September,1909,3.5,7.6,11.7
CRU-TS,historical,September,1910,4.3,9.6,14.9
CRU-TS,historical,September,1911,3.9,9.4,14.9
CRU-TS,historical,September,1912,4.5,9.2,14
CRU-TS,historical,September,1913,2.9,8.1,13.3
CRU-TS,historical,September,1914,3.1,7.8,12.5
CRU-TS,historical,September,1915,4.9,9.8,14.7
CRU-TS,historical,September,1916,4.4,8.8,13.2
CRU-TS,historical,September,1917,4.1,9,13.9
CRU-TS,historical,September,1918,5,9.9,14.8
CRU-TS,historical,September,1919,4,9.4,14.8
CRU-TS,historical,September,1920,2.3,7.7,13.1
CRU-TS,historical,September,1921,2.9,8.1,13.3
CRU-TS,historical,September,1922,2.5,7.8,13.1
CRU-TS,historical,September,1923,4.7,9.5,14.3
CRU-TS,historical,September,1924,3,8,13
CRU-TS,historical,September,1925,3.9,9.8,15.7
CRU-TS,historical,September,1926,4.6,10.1,15.6
CRU-TS,historical,September,1927,3.3,8.5,13.7
CRU-TS,historical,September,1928,3,7.9,12.9
CRU-TS,historical,September,1929,6.2,11,15.9
CRU-TS,historical,September,1930,3.5,8.7,14
CRU-TS,historical,September,1931,3.7,9,14.4
CRU-TS,historical,September,1932,3.6,8,12.4
CRU-TS,historical,September,1933,3.2,7.8,12.4
CRU-TS,historical,September,1934,3.3,8.8,14.3
CRU-TS,historical,September,1935,3.2,8.5,13.8
CRU-TS,historical,September,1936,3.6,8.4,13.3
CRU-TS,historical,September,1937,5.3,9.9,14.5
CRU-TS,historical,September,1938,6.9,11.1,15.3
CRU-TS,historical,September,1939,3.5,8,12.5
CRU-TS,historical,September,1940,5.3,9.9,14.5
CRU-TS,historical,September,1941,4.2,8.9,13.7
CRU-TS,historical,September,1942,5.5,10.6,15.8
CRU-TS,historical,September,1943,5.4,9.6,13.8
CRU-TS,historical,September,1944,5.7,9.7,13.8
CRU-TS,historical,September,1945,5.3,9,12.8
CRU-TS,historical,September,1946,4.3,9.2,14.1
CRU-TS,historical,September,1947,4.9,9.5,14.2
CRU-TS,historical,September,1948,3.7,8.3,13
CRU-TS,historical,September,1949,5.7,10.4,15.2
CRU-TS,historical,September,1950,4.8,9.6,14.4
CRU-TS,historical,September,1951,6.2,10.6,15.1
CRU-TS,historical,September,1952,4.9,9,13.2
CRU-TS,historical,September,1953,4.8,8.9,13
CRU-TS,historical,September,1954,4.1,9.3,14.5
CRU-TS,historical,September,1955,3.7,8.5,13.4
CRU-TS,historical,September,1956,3.6,8.1,12.7
CRU-TS,historical,September,1957,6.7,11.5,16.3
CRU-TS,historical,September,1958,3.3,8.5,13.8
CRU-TS,historical,September,1959,4.2,8.9,13.7
CRU-TS,historical,September,1960,4.9,9,13.1
CRU-TS,historical,September,1961,3.5,8.6,13.7
CRU-TS,historical,September,1962,4,8.1,12.2
CRU-TS,historical,September,1963,6.8,10.6,14.5
CRU-TS,historical,September,1964,3.5,9,14.5
CRU-TS,historical,September,1965,5.2,10,14.8
CRU-TS,historical,September,1966,4.8,8.8,12.9
CRU-TS,historical,September,1967,5.3,9.4,13.6
CRU-TS,historical,September,1968,4.3,7.9,11.5
CRU-TS,historical,September,1969,5,9,13.1
CRU-TS,historical,September,1970,3.5,7.6,11.7
CRU-TS,historical,September,1971,3.6,7.9,12.2
CRU-TS,historical,September,1972,2.5,7.2,12
CRU-TS,historical,September,1973,2.5,8.3,14.2
CRU-TS,historical,September,1974,4.7,9.8,15
CRU-TS,historical,September,1975,6.1,10,13.9
CRU-TS,historical,September,1976,4.9,9.2,13.6
CRU-TS,historical,September,1977,4.2,9.4,14.7
CRU-TS,historical,September,1978,5.9,9.9,14
CRU-TS,historical,September,1979,6,10.3,14.7
CRU-TS,historical,September,1980,4.9,8.7,12.6
CRU-TS,historical,September,1981,5.1,8.8,12.5
CRU-TS,historical,September,1982,5.3,9.8,14.4
CRU-TS,historical,September,1983,1.8,6.8,11.8
CRU-TS,historical,September,1984,3.9,9,14.1
CRU-TS,historical,September,1985,3.9,8.6,13.3
CRU-TS,historical,September,1986,3,8.9,14.9
CRU-TS,historical,September,1987,5.6,9.2,12.8
CRU-TS,historical,September,1988,3.6,8.2,12.8
CRU-TS,historical,September,1989,6.3,10.6,15
CRU-TS,historical,September,1990,6.4,10.4,14.5
CRU-TS,historical,September,1991,7.1,10.5,14
CRU-TS,historical,September,1992,2.2,6.1,10
CRU-TS,historical,September,1993,5.2,9.8,14.5
CRU-TS,historical,September,1994,4.9,9,13.2
